Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
BEVVF,BEE VECTORING TECH ORD,OTCQB,0.145900,189.306900,16733,Foreign Ordinary Shares,Canada,British Columbia
KRKNF,KRAKEN ROBOTICS INC,OTCQB,0.485300,168.664300,45543,Foreign Ordinary Shares,Canada,Newfoundland
RVVTF,REVIVE THERAPEUTICS LTD,OTCQB,0.082100,77.516800,0,Foreign Ordinary Shares,Canada,Ontario
SSMLF,NEVADA ENERGY METALS,OTCQB,0.083000,39.091200,0,Foreign Ordinary Shares,Canada,British Columbia
HMTXF,HEMOSTEMIX INC ORD,OTCQB,0.047000,16.252500,0,Common Stock,Canada,Alberta
SGGTF,SIGNATURE RES LTD CDA ORD,OTCQB,0.060100,245.449000,24000,Foreign Ordinary Shares,Canada,Ontario
HSCHF,H-SOURCE HLDG LTD A,OTCQB,0.044500,83.095900,1000,Foreign Ordinary Shares,Canada,British Columbia
GLDFF,GOLDEN LEAF HLDGS LTD ORD,OTCQB,0.077500,82.161300,110902,Foreign Ordinary Shares,Canada,Ontario
ICNAF,INTEGRATED CANNABIS CO,OTCQB,0.283600,52.754600,44371,Foreign Ordinary Shares,Canada,British Columbia
ITTGF,INTACT GOLD CORP ORD NEW,OTCQB,0.072000,0.000000,0,Foreign Ordinary Shares,Canada,British Columbia
ORMNF,OREX MINERALS INC NEW ORD,OTCQB,0.048600,41.145700,0,Foreign Ordinary Shares,Canada,British Columbia
ZADDF,ZADAR VENTURES LTD,OTCQB,0.098990,899.969000,0,Foreign Ordinary Shares,Canada,British Columbia
OCNSF,OCEANUS RES CORP ORD,OTCQB,0.058000,8.213800,0,Foreign Ordinary Shares,Canada,Nova Scotia
BTHCF,ALGERNON PHRMCTCLS ORD A,OTCQB,0.160000,32.852700,15500,Foreign Ordinary Shares,Canada,British Columbia
FDMSF,FANDOM SPORTS ORD,OTCQB,0.076100,3.664000,0,Foreign Ordinary Shares,Canada,British Columbia
CTXXF,CEMATRIX CORP ORD,OTCQB,0.157540,134.128200,0,Foreign Ordinary Shares,Canada,Alberta
NRXCF,NEUTRISCI INTL INC ORD,OTCQB,0.060000,43.840900,0,Foreign Ordinary Shares,Canada,British Columbia
BLONF,CO2 GRO INC,OTCQB,0.320000,90.153200,30299,Foreign Ordinary Shares,Canada,Ontario
WGMCF,WINSTON GOLD CORP ORD,OTCQB,0.042000,196.002000,79700,Foreign Ordinary Shares,Canada,Manitoba
MGXMF,MGX MINERALS INC ORD,OTCQB,0.190450,91.065000,113618,Foreign Ordinary Shares,Canada,British Columbia
GVXXF,GOVIEX URANIUM CL A ORD,OTCQB,0.128000,92.914500,177683,Foreign Ordinary Shares,Canada,British Columbia
THURF,THUNDERSTRUCK RES ORD,OTCQB,0.050000,11.452200,0,Foreign Ordinary Shares,Canada,British Columbia
INTWF,SHARC INTL SYS INC,OTCQB,0.168000,30.598500,0,Foreign Ordinary Shares,Canada,British Columbia
BRKCF,BARKSDALE CAPITAL CRP ORD,OTCQB,0.314000,96.277100,45500,Foreign Ordinary Shares,Canada,British Columbia
BLILF,BEARING LITHIUM CORP,OTCQB,0.143100,65.220600,4720,Common Stock,Canada,British Columbia
NXXGF,NEXUS GOLD CORP,OTCQB,0.061000,18.735900,10000,Foreign Ordinary Shares,Canada,British Columbia
CDTAF,CARL DATA SOL INC ORD,OTCQB,0.055000,85.325100,227800,Foreign Ordinary Shares,Canada,British Columbia
AISSF,AIS RES LTD ORD,OTCQB,0.040000,19.156000,0,Foreign Ordinary Shares,Canada,British Columbia
GFGSF,GFG RESOURCES INC,OTCQB,0.180600,30.429900,0,Foreign Ordinary Shares,Canada,Saskatchewan
GLNNF,GLANCE TECHNOLOGIES ORD,OTCQB,0.109000,91.043500,83005,Foreign Ordinary Shares,Canada,British Columbia
LRTTF,LIBERTY ONE LITHIUM ORD,OTCQB,0.083200,97.545700,46239,Foreign Ordinary Shares,Canada,British Columbia
APAAF,APPIA ENERGY CORP ORD,OTCQB,0.222690,169.456700,0,Foreign Ordinary Shares,Canada,Ontario
VNNYF,VINERGY RES LTD ORD,OTCQB,0.080100,19.006000,1000,Foreign Ordinary Shares,Canada,British Columbia
WLDFF,WILDFLOWER BRANDS INC,OTCQB,0.500000,69.724900,2557,Foreign Ordinary Shares,Canada,British Columbia
LPPPF,LOOPSHARE LTD ORD,OTCQB,0.065000,33.812500,21342,Foreign Ordinary Shares,Canada,British Columbia
LXXGF,LEXAGENE HLDGS INC ORD,OTCQB,0.479100,89.618500,43357,Foreign Ordinary Shares,Canada,British Columbia
SRBBF,SUBSCRIBE TECHS INC ORD,OTCQB,0.020000,11.337200,0,Foreign Ordinary Shares,Canada,British Columbia
MYMMF,MYM NUTRACEUTICALS ORD,OTCQB,0.340000,87.657200,196772,Foreign Ordinary Shares,Canada,British Columbia
STMDF,STARTMONDAY TECHNOLOGY CO,OTCQB,0.021600,126.894700,0,Foreign Ordinary Shares,Canada,British Columbia
AZASF,ARIZONA SILVER EXP ORD,OTCQB,0.120000,93.682300,0,Foreign Ordinary Shares,Canada,British Columbia
CYRTF,BENCHMARK METALS INC,OTCQB,0.151100,9.890700,0,Foreign Ordinary Shares,Canada,Alberta
EYCCF,EYECARROT INNOVATIONS CP,OTCQB,0.040000,75.770500,363511,Foreign Ordinary Shares,Canada,Ontario
NVTQF,NOVATEQNI CORP ORD,OTCQB,0.016500,23.417800,0,Foreign Ordinary Shares,Canada,Alberta
AUIAF,AURANIA RESOURCES ORD,OTCQB,2.620000,44.754500,5628,Foreign Ordinary Shares,Canada,Ontario
VGWCF,VALENS GROWORKS CORP,OTCQB,3.000000,132.931100,451650,Foreign Ordinary Shares,Canada,British Columbia
FNNGF,FANLOGIC INTERACTIVE ORD,OTCQB,0.007000,14.997600,0,Foreign Ordinary Shares,Canada,Alberta
MRRCF,WAYLAND GROUP CORP ORD,OTCQB,0.650000,48.112100,47813,Foreign Ordinary Shares,Canada,Ontario
OSSPF,OSPREY GOLD DEV LTD ORD,OTCQB,0.043300,123.230500,2000,Foreign Ordinary Shares,Canada,British Columbia
EVLLF,ENVIROLEACH TECH ORD,OTCQB,0.678000,57.766700,34777,Foreign Ordinary Shares,Canada,British Columbia
ALTPF,ALTIPLANO METALS INC ORD,OTCQB,0.069330,0.000000,0,Foreign Ordinary Shares,Canada,Alberta
GNPWF,GUNPOWDER CAPITAL CRP ORD,OTCQB,0.032650,6.405400,0,Foreign Ordinary Shares,Canada,Ontario
LXGTD,LEXINGTON BIOSCIENCES NEW,OTCQB,0.221000,238.911600,560,Foreign Ordinary Shares,Canada,British Columbia
GBBGF,GLOBAL LI-ION GRAPH ORD,OTCQB,0.099000,51.223100,0,Foreign Ordinary Shares,Canada,British Columbia
ALGWF,ALLIANCE GROWERS CORP ORD,OTCQB,0.040000,84.811600,49900,Foreign Ordinary Shares,Canada,British Columbia
DCNNF,21C METALS INC,OTCQB,0.137500,526.112800,0,Foreign Ordinary Shares,Canada,British Columbia
OWRDF,ONE WORLD LITHIUM INC,OTCQB,0.143510,169.869000,0,Foreign Ordinary Shares,Canada,British Columbia
CYBXF,HILLTOP CYBERSECURITY INC,OTCQB,0.008300,30.207800,25000,Foreign Ordinary Shares,Canada,British Columbia
PRVCF,PREVECEUTICAL MEDICAL INC,OTCQB,0.044500,95.869100,25300,Foreign Ordinary Shares,Canada,British Columbia
NTTCF,NETCENTS TECHNOLOGY INC,OTCQB,0.419700,124.265000,7037,Foreign Ordinary Shares,Canada,British Columbia
MDNAF,MEDICENNA THERA CORP,OTCQB,0.508300,28.791700,0,Foreign Ordinary Shares,Canada,Ontario
RVLGF,REVIVAL GOLD INC,OTCQB,0.352500,98.846100,76734,Foreign Ordinary Shares,Canada,Ontario
QYOUF,QYOU MEDIA INC,OTCQB,0.040500,18.177700,5000,Foreign Ordinary Shares,Canada,Ontario
MVVYF,MOOVLY MEDIA INC ORD,OTCQB,0.035000,509.655100,0,Foreign Ordinary Shares,Canada,British Columbia
ANTGF,ADVANTAGEWON OIL CORP,OTCQB,0.027400,0.000000,0,Foreign Ordinary Shares,Canada,Ontario
RLLVF,RELEVIUM TECHNOLOGIES INC,OTCQB,0.081900,21.506300,0,Foreign Ordinary Shares,Canada,Quebec
BKLLF,CODEBASE VENTURES INC,OTCQB,0.034000,93.822300,5300,Foreign Ordinary Shares,Canada,British Columbia
AZZTF,AZTEC MINERALS CORP,OTCQB,0.085550,54.324800,0,Foreign Ordinary Shares,Canada,British Columbia
PCRCF,PACIFIC RIM COBALT CORP,OTCQB,0.112400,35.312200,1700,Foreign Ordinary Shares,Canada,British Columbia
EXROF,EXRO TECHNOLOGIES INC,OTCQB,0.184900,61.603800,20720,Foreign Ordinary Shares,Canada,British Columbia
CADMF,CHEMESIS INTL INC,OTCQB,1.386100,75.123900,126153,Foreign Ordinary Shares,Canada,British Columbia
MLLLF,MILLENNIAL ESPORTS CORP,OTCQB,0.049700,18.447400,0,Foreign Ordinary Shares,Canada,Ontario
UCCPF,UPCO INTL INC,OTCQB,0.010000,124.642800,0,Foreign Ordinary Shares,Canada,British Columbia
BKPPF,BLOCK ONE CAP INC,OTCQB,0.080000,174.312800,41097,Foreign Ordinary Shares,Canada,British Columbia
LGGCF,LGC CAP LTD,OTCQB,0.081350,40.078800,6177,Foreign Ordinary Shares,Canada,Quebec
PNNRF,REDFUND CAP CORP,OTCQB,0.091190,76.446600,0,Foreign Ordinary Shares,Canada,British Columbia
AHELF,AMERICAN HELIUM INC,OTCQB,0.052000,738.991500,51022,Foreign Ordinary Shares,Canada,British Columbia
SNNVF,SUNNIVA INC,OTCQB,3.040000,42.846000,74532,Foreign Ordinary Shares,Canada,British Columbia
FNNZF,FINCANNA CAPITAL CORP,OTCQB,0.090740,62.316300,32810,Foreign Ordinary Shares,Canada,British Columbia
MRRMF,MIRAMONT RES CORP,OTCQB,0.150000,32.876400,0,Common Stock,Canada,British Columbia
LTMCF,LITHIUM CHILE INC,OTCQB,0.321300,162.947000,5777,Common Stock,Canada,Alberta
RVVQF,RAVENQUEST BIOMED INC,OTCQB,0.463300,59.143200,21764,Foreign Ordinary Shares,Canada,British Columbia
DMGGF,DMG BLOCKCHAIN,OTCQB,0.184900,100.854100,21300,Foreign Ordinary Shares,Canada,British Columbia
PWWBF,POWERBAND SOLUTIONS,OTCQB,0.060000,25.339400,1000,Foreign Ordinary Shares,Canada,Ontario
CHKKF,CHAKANA COPPER CORP,OTCQB,0.275000,41.160200,14150,Foreign Ordinary Shares,Canada,British Columbia
GGBXF,GREEN GROWTH BRANDS INC,OTCQB,2.960600,108.514900,467464,Foreign Ordinary Shares,Canada,Ontario
MCLDF,UNIVERSAL MCLOUD CORP,OTCQB,0.265000,45.903400,1967,Foreign Ordinary Shares,Canada,British Columbia
BICTF,BIOCURE TECHNOLOGY INC,OTCQB,0.277600,65.676000,0,Common Stock,Canada,British Columbia
GRLVF,GROUP ELEVEN RES CORP,OTCQB,0.040900,159.836100,20000,Common Stock,Canada,British Columbia
GLYXF,GOLDPLAY EXPL LTD,OTCQB,0.102180,93.506800,1000,Foreign Ordinary Shares,Canada,British Columbia
XRTXF,XORTX THERAPEUTICS INC,OTCQB,0.138600,0.000000,0,Foreign Ordinary Shares,Canada,Alberta
GOTRF,GOLIATH RESOURCES LTD,OTCQB,0.054870,55.168000,0,Foreign Ordinary Shares,Canada,Ontario
SVVTF,TILT HLDGS INC,OTCQB,1.240000,157.272800,485677,Foreign Ordinary Shares,Canada,British Columbia
KHRNF,KHIRON LIFE SCIENCES CORP,OTCQB,2.300000,28.383300,148240,Foreign Ordinary Shares,Canada,Ontario
CRBTF,CRYPTANITE BLCKCHAIN TECH,OTCQB,0.040000,48.430000,0,Foreign Ordinary Shares,Canada,British Columbia
FSDDF,FSD PHARMA INC,OTCQB,0.171180,28.959700,164137,Foreign Ordinary Shares,Canada,Ontario
SXNTF,SIXTY NORTH GOLD MNG LTD,OTCQB,0.032200,23.936200,0,Foreign Ordinary Shares,Canada,British Columbia
LVCNF,LEVIATHAN CANNABIS GRP,OTCQB,0.350000,204.518900,500,Foreign Ordinary Shares,Canada,Ontario
GGTTF,GTEC HLDGS LTD ORD,OTCQB,0.471500,60.693500,22450,Foreign Ordinary Shares,Canada,British Columbia
SRUTF,SPROUTLY CDA INC,OTCQB,0.580000,82.967500,284128,Foreign Ordinary Shares,Canada,British Columbia
TOKIF,TREE OF KNOWLEDGE INTL CP,OTCQB,0.121000,58.570600,20500,Common Stock,Canada,Ontario
CGNSF,COGNETIVITY NEUROSCIENCES,OTCQB,0.261500,71.684900,18907,Common Stock,Canada,British Columbia
EEVVF,EVE & CO INC ORD,OTCQB,0.280000,42.949500,43694,Foreign Ordinary Shares,Canada,Ontario
SBDCF,SBD CAPITAL CORP,OTCQB,0.049800,538.402900,0,Common Stock,Canada,Ontario
PEMSF,PACIFIC EMPIRE MINERALS,OTCQB,0.060500,0.000000,0,Common Stock,Canada,British Columbia
SQRMF,SQUIRE MINING LTD,OTCQB,0.279340,320.547800,26790,Common Stock,Canada,British Columbia
OILCF,PERMEX PETROLEUM CORP,OTCQB,0.120000,37.842100,0,Common Stock,Canada,British Columbia
GOCOF,GO COBALT MINING CORP,OTCQB,0.100000,0.000000,0,Common Stock,Canada,British Columbia
RIGMF,RIDGESTONE MINING INC,OTCQB,0.138600,0.000000,0,Common Stock,Canada,British Columbia
EGHIF,ENTHUSIAST GAMING HLDGS,OTCQB,1.230280,108.110400,9410,Common Stock,Canada,Ontario
NOBDF,NORTH BUD FARMS INC NPV,OTCQB,0.205000,179.639200,43050,Common Stock,Canada,Quebec
SNRG,SUSGLOBAL ENERGY CORP,OTCQB,0.215500,182.306500,150202,Common Stock,Canada,Ontario
FLURF,FLUROTECH LTD,OTCQB,0.280900,43.698500,493,Common Stock,Canada,Alberta
WKULF,WEEKEND UNLIMITED INC,OTCQB,0.055000,45.300900,124930,Foreign Ordinary Shares,Canada,British Columbia
NEXCF,NEXTECH AR SOLUTIONS CORP,OTCQB,0.480000,76.570200,35851,Common Stock,Canada,Ontario
ROVMF,ROVER METALS CORP,OTCQB,0.058000,0.000000,0,Foreign Ordinary Shares,Canada,British Columbia
HYHDF,HYDRO66 HLDGS CORP,OTCQB,0.350000,169.693200,1500,Foreign Ordinary Shares,Canada,Ontario
CNNXF,CANNAMERICA BRANDS CORP,OTCQB,0.141250,35.214300,60155,Foreign Ordinary Shares,Canada,British Columbia
GATGF,GATLING EXPL INC,OTCQB,0.284410,85.519300,1,Common Stock,Canada,British Columbia
TLOOF,TRACKLOOP ANALYTICS CORP,OTCQB,0.028700,25.002500,59075,Common Stock,Canada,British Columbia
BOSQF,YIELD GROWTH CORP,OTCQB,0.399000,62.330700,53608,Common Stock,Canada,British Columbia
ORONF,ORION NUTRACEUTICALS INC,OTCQB,0.130000,659.898200,140995,Foreign Ordinary Shares,Canada,British Columbia
WSLFF,WESTLEAF INC,OTCQB,0.413600,84.514400,82023,Foreign Ordinary Shares,Canada,Alberta
AGGHF,AGRIOS GLOBAL HLDGS LTD,OTCQB,0.450000,76.858000,4100,Foreign Ordinary Shares,Canada,British Columbia
NOSUF,NERDS ON SITE INC,OTCQB,0.172500,134.328900,0,Foreign Ordinary Shares,Canada,Ontario
ILATF,ILOOKABOUT CORP,OTCQB,0.130000,43.237700,10000,Foreign Ordinary Shares,Canada,Ontario
CNBTF,CANNARA BIOTECH INC,OTCQB,0.130000,50.432500,9799,Foreign Ordinary Shares,Canada,Quebec
DFMTF,DEFENSE METALS CORP,OTCQB,0.104600,497.884600,12000,Foreign Ordinary Shares,Canada,British Columbia
HITIF,HIGH TIDE INC,OTCQB,0.280000,193.350100,97269,Foreign Ordinary Shares,Canada,Alberta
FDVXF,AMER BATTERY METALS CORP,OTCQB,0.287400,526.981600,0,Foreign Ordinary Shares,Canada,British Columbia
LFCOF,LIFT & CO CORP,OTCQB,0.278000,66.822800,86,Foreign Ordinary Shares,Canada,Ontario
BBRRF,BLUEBERRIES MEDICAL CO,OTCQB,0.411760,122.708700,153971,Foreign Ordinary Shares,Canada,Ontario
NGENF,NERVGEN PHARMA CORP,OTCQB,1.212500,502.052500,0,Foreign Ordinary Shares,Canada,British Columbia
CBIIF,CB2 INSIGHTS INC,OTCQB,0.197000,259.335100,46525,Foreign Ordinary Shares,Canada,Ontario
CYIG,SPRING PHRMCTCL GRP,OTCQB,0.550000,112.392500,5000,Common Stock,China,
TAKD,TRANSAKT LTD ORD,OTCQB,0.033000,136.778200,0,Common Stock,China,Hong Kong
CHHE,CHINA HEALTH INDS HLDGS,OTCQB,1.000000,11.814300,0,Common Stock,China,
ADMG,ADAMANT DRI PRCNG &MNRLS,OTCQB,0.070000,85.475100,1700,Common Stock,China,
ZZLL,ZZLL INFO TECH INC,OTCQB,0.139000,0.484600,0,Common Stock,China,Hong Kong
AIXN,AIXIN LIFE INTL INC,OTCQB,1.450000,384.603100,1550,Common Stock,China,
YUANF,FINCERA INC ORD,OTCQB,16.800000,91.030500,300,Foreign Ordinary Shares,China,
VEII,VALUE EXCHANGE INTL,OTCQB,0.022000,37.701500,0,Common Stock,China,Hong Kong
ELRE,YINFU GOLD CORP,OTCQB,4.000000,32.704500,0,Common Stock,China,
GTVI,JOWAY HEALTH INDUSTRIES,OTCQB,0.040000,0.000000,0,Common Stock,China,
XTEG,XT ENERGY GROUP INC,OTCQB,4.750000,82.771500,7100,Common Stock,China,
PACQF,PRIME ACQUISITION CORP,OTCQB,0.500000,218.181800,0,Common Stock,China,
JFIL,JUBILANT FLAME INTL LTD,OTCQB,0.030000,74.790100,0,Common Stock,China,
AITA,WUNONG ASIA PACIFIC CO,OTCQB,2.180000,154.098300,0,Common Stock,China,
RSSV,RESORT SAVERS INC,OTCQB,0.292000,147.230900,49100,Common Stock,China,
FNGR,FINGERMOTION INC,OTCQB,5.300000,81.554800,10150,Common Stock,China,Hong Kong
ULNV,PORTER HOLDING INTL,OTCQB,4.020000,7.673400,0,Common Stock,China,
ABVN,ABV CONSULTING INC,OTCQB,0.250000,0.000000,0,Common Stock,China,Hong Kong
POYN,PO YUEN CULTURAL HOLDINGS,OTCQB,1.600000,443.213600,550,Common Stock,China,Hong Kong
IINX,"IONIX TECHNOLOGY, INC.",OTCQB,1.890000,70.429800,250,Common Stock,China,
ABQQ,AB INTL GROUP CORP,OTCQB,0.110000,20.734100,0,Common Stock,China,Hong Kong
MHDGD,MULIANG AGRITECH INC,OTCQB,0.000000,,0,Common Stock,China,
FVTI,FORTUNE VALLEY TREASURES,OTCQB,3.020000,152.581200,0,Common Stock,China,
VCOR,VISIBER57 CORP,OTCQB,2.500000,0.000000,0,Common Stock,China,Hong Kong
ATXG,ADDENTAX GROUP CORP,OTCQB,0.000000,0.000000,0,Common Stock,China,
RZZN,JIALIJIA GROUP CORP LTD,OTCQB,0.400000,135.489900,0,Common Stock,China,
HYAS,HUALE ACOUSTICS CORP,OTCQB,3.000000,0.000000,0,Common Stock,China,
URYL,UNITED ROYALE HLDGS CORP,OTCQB,5.170000,112.500000,0,Common Stock,China,Hong Kong
SGBI,SANGUI BIOTECH INTL INC,OTCQB,0.025550,0.000000,0,Common Stock,Germany,
GBLTF,GBLT CORP,OTCQB,0.000000,,0,Common Stock,Germany,
VRDR,VERDE RESOURCES INC,OTCQB,0.036500,0.597200,0,Common Stock,Hong Kong,
SWGI,STAR WEALTH GROUP INC,OTCQB,0.510000,0.000000,0,Common Stock,Hong Kong,
UGHL,UNION BRIDGE HOLDINGS LTD,OTCQB,0.250000,94.625900,17500,Common Stock,Hong Kong,
ADHG,ANDO HOLDINGS LTD,OTCQB,4.000000,0.000000,0,Common Stock,Hong Kong,
TRRB,TRIPBORN INC,OTCQB,1.250000,0.000000,0,Common Stock,India,Gujarat
KPAY,KINERJAPAY CORP,OTCQB,0.421000,62.160000,273156,Common Stock,Indonesia,
VRCPD,VIRTUAL CRYPTO TECH NEW,OTCQB,0.499900,900.000000,4627,Common Stock,Israel,
TIKRF,TIKCRO TECHS LTD ORD,OTCQB,0.160000,109.583100,0,Foreign Ordinary Shares,Israel,
WIZP,WIZE PHARMA INC,OTCQB,0.600000,39.505900,5543,Common Stock,Israel,
OWCP,OWC PHARMS RESEARCH CORP,OTCQB,0.028000,134.232900,3006772,Common Stock,Israel,
IGAP,INTEGRITY APPLICATIONS,OTCQB,0.170000,0.000000,0,Common Stock,Israel,
PVNNF,PV NANO CELL LTD,OTCQB,0.130000,0.740200,0,Foreign Ordinary Shares,Israel,
TOMDF,TODOS MED LTD ORD,OTCQB,0.230000,282.386300,0,Foreign Ordinary Shares,Israel,
SEDO,SEEDO CORP,OTCQB,2.410000,20.533300,8381,Common Stock,Israel,
IONI,I-ON DIGITAL CORP,OTCQB,0.144250,108.336600,34100,Common Stock,Korea,
PVNC,PREVENTION INSURANCE.COM,OTCQB,5.240000,48.675500,0,Common Stock,Malaysia,
CIIT,TIANCI INTERNATIONAL INC,OTCQB,2.500000,12.155100,212,Common Stock,Malaysia,
VXEL,VITAXEL GROUP LIMITED,OTCQB,0.101000,73.102300,0,Common Stock,Malaysia,
FLLZ,FELLAZO CORP,OTCQB,14.000000,0.000000,0,Common Stock,Malaysia,
GMBL,ESPORTS ENTERTAINMENT GR,OTCQB,0.488000,85.979300,12400,Common Stock,Malta,
GTMAY,GRUPO TMM SAB  ADR A NEW,OTCQB,1.670000,60.922600,100,ADRs,Mexico,
QPAG,QPAGOS,OTCQB,0.008900,167.215900,114400,Common Stock,Mexico,
NAHD,NEW ASIA HOLDINGS INC,OTCQB,0.050000,16.416500,0,Common Stock,Singapore,
LEAT,LEATT CORP,OTCQB,2.200000,102.014600,0,Common Stock,South Africa,
DUUO,DUO WORLD INC,OTCQB,0.135000,0.000000,0,Common Stock,Sri Lanka,
HLSPY,HELIOSPECTRA AB S/ADR,OTCQB,0.579000,21.771100,250,ADRs,Sweden,
MYMX,MYMETICS CORP,OTCQB,0.039900,49.042800,83677,Common Stock,Switzerland,
EOSS,EOS INC,OTCQB,2.500000,8.425700,0,Common Stock,Taiwan,
IWBB,IWEB INC,OTCQB,2.350000,0.000000,0,Common Stock,Thailand,
ICTSF,ICTS INTL NV,OTCQB,0.170500,192.792200,0,Foreign Ordinary Shares,The Netherlands,
NTRU,NATUR INTERNATIONAL CORP,OTCQB,0.083700,66.691100,0,Common Stock,The Netherlands,
AMHPF,VERDE AGRITECH PLC ORD,OTCQB,0.514000,59.847400,500,Foreign Ordinary Shares,United Kingdom,
VICA,RAFINA INNOVATIONS INC,OTCQB,0.106000,2.971000,0,Common Stock,United Kingdom,
RPNRF,RAPID NUTRITION PLC ORD,OTCQB,0.134000,156.198300,0,Foreign Ordinary Shares,United Kingdom,
WELPM,WISC ELEC PWR 6 PR,OTCQB,114.000000,0.000000,0,Preferred Stock,USA,Wisconsin
WELPP,WISC ELEC PWR 3.60 PR,OTCQB,87.000000,72.672100,0,Preferred Stock,USA,Wisconsin
VATE,ELEV8 BRANDS INC,OTCQB,0.046500,196.009400,9820074,Common Stock,USA,Florida
DPDW,DEEP DOWN INCORP,OTCQB,0.869000,43.008400,300,Common Stock,USA,Texas
JKSM,JACKSAM CORPORATION,OTCQB,1.120000,59.094900,1853,Common Stock,USA,California
TOFB,TOFUTTI BRANDS INC,OTCQB,2.100000,126.604300,0,Common Stock,USA,New Jersey
THMG,THUNDER MOUNTAIN GOLD INC,OTCQB,0.095000,214.496200,0,Common Stock,USA,Idaho
SCIA,SCI ENGINEERED MTRLS INC,OTCQB,2.470000,32.021500,0,Common Stock,USA,Ohio
STLY,HG HOLDINGS INC,OTCQB,0.650000,159.620300,10611,Common Stock,USA,North Carolina
TMRC,TEXAS MINERAL RESOURCES,OTCQB,0.270000,462.520400,151770,Common Stock,USA,Texas
CRBO,CARBON ENERGY CORP,OTCQB,10.000000,26.243600,0,Common Stock,USA,Colorado
SOCGM,STHN CAL GAS 6 PR,OTCQB,29.000000,0.000000,0,Preferred Stock,USA,California
SOCGP,STHN CAL GAS 6 A PR,OTCQB,29.110000,85.508100,300,Preferred Stock,USA,California
SGMD,SUGARMADE INC,OTCQB,0.032500,153.619100,906065,Common Stock,USA,California
TLRS,TIMBERLINE RESOURCES,OTCQB,0.060100,86.015100,11890,Common Stock,USA,Idaho
SKAS,SAKER AVIATION SVCS,OTCQB,3.690000,301.317700,100,Common Stock,USA,New York
SCND,SCIENTIFIC INDUSTRIES INC,OTCQB,4.650000,93.518900,0,Common Stock,USA,New York
PVCT,PROVECTUS BIOPHARMS,OTCQB,0.050000,82.858500,215777,Common Stock,USA,Tennessee
PVCTW,PROVECTUS BIOPHARMS WTS,OTCQB,0.008750,600.239900,1000,Warrants,USA,Tennessee
ROYL,ROYALE ENERGY INC,OTCQB,0.260000,55.756900,11052,Common Stock,USA,California
RGUS,REGI US INC,OTCQB,0.069500,195.081400,7267,Common Stock,USA,Washington
PEYE,PRECISION OPTICS CORP NEW,OTCQB,1.300000,30.650500,0,Common Stock,USA,Massachusetts
NJMC,NEW JERSEY MINING CO,OTCQB,0.134900,127.751800,95950,Common Stock,USA,Idaho
QPRC,QUEST PATENT RESEARCH CRP,OTCQB,0.033000,79.401600,428293,Common Stock,USA,New York
PRKR,PARKERVISION INC,OTCQB,0.100000,64.947000,136010,Common Stock,USA,Florida
MPIR,EMPIRE DIVERSIFIED ENGY,OTCQB,0.580240,11.449300,175,Common Stock,USA,Florida
GTBP,GT BIOPHARMA INC,OTCQB,0.289000,52.922500,136964,Common Stock,USA,California
MATN,MATEON THERAPEUTICS INC.,OTCQB,0.130000,68.312600,96441,Common Stock,USA,California
CAPS,CAPSTONE THERAPEUTICS CRP,OTCQB,0.026000,56.211800,0,Common Stock,USA,Arizona
INTZ,INTRUSION INC,OTCQB,4.470000,125.241000,13953,Common Stock,USA,Texas
GRST,ETHEMA HEALTH CORPORATION,OTCQB,0.069000,5.787500,0,Common Stock,USA,Florida
NROM,NOBLE ROMAN'S INC,OTCQB,0.670000,208.984800,0,Common Stock,USA,Indiana
UNIB,UNIVERSITY BANCORP MICH,OTCQB,8.629900,2.861600,0,Common Stock,USA,Michigan
NUVR,NUVERA COMMUNICATIONS INC,OTCQB,18.820000,44.137700,66,Common Stock,USA,Minnesota
ATRX,ADHERA THERAPEUTICS INC,OTCQB,0.245000,135.441400,3350,Common Stock,USA,North Carolina
MMMM,MINERAL MOUNTAIN MNG MILL,OTCQB,0.112100,81.825900,13000,Common Stock,USA,New Jersey
MKRS,MIKROS SYSTEMS CORP,OTCQB,0.269900,230.976200,0,Common Stock,USA,New Jersey
HGBL,HERITAGE GLOBAL INC,OTCQB,0.580000,71.204300,0,Common Stock,USA,California
WAYS,WAVE SYNC CORP,OTCQB,1.620000,18.864100,0,Common Stock,USA,New Jersey
BLGO,BIOLARGO INC,OTCQB,0.170000,66.249700,146409,Common Stock,USA,California
LKAI,LKA GOLD INC,OTCQB,0.160000,146.723200,0,Common Stock,USA,Washington
ESMC,ESCALON MEDICAL CORP,OTCQB,0.090000,153.505600,0,Common Stock,USA,Pennsylvania
RRIF,RAINFOREST RESOURCES INC,OTCQB,4.160000,44.299800,0,Common Stock,USA,Florida
CVLB,CONVERSION LABS INC,OTCQB,0.150000,87.118300,3500,Common Stock,USA,New York
ADGO,ADVANTEGO CORP,OTCQB,0.320000,100.653000,5540,Common Stock,USA,Colorado
QUES,QUEST SOLUTION INC,OTCQB,0.330000,33.900600,44550,Common Stock,USA,Oregon
GIGA,GIGA-TRONICS INC,OTCQB,0.350000,31.555900,4726,Common Stock,USA,California
GLIBB,GCI LIBERTY INC B,OTCQB,58.100000,433.121700,0,Common Stock,USA,Colorado
NXEN,NEXIEN BIOPHARMA INC,OTCQB,0.036100,135.097800,200,Foreign Ordinary Shares,USA,Colorado
